title,langcode,status,title,promote,body,field_biozap_buttons,field_dni_do_potwierdzenia_skute,field_skrypt,field_urzadzenie
"Esophagus","en",true,"Esophagus",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# ESOPHAGUS 9m
# Esophagus
# constriction. Also see General antiseptic and dental freqs
freq 880000 180
freq 787000 180
freq 727000 180
off
@","multiZAP"
"Euglena","en",true,"Euglena",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# EUGLENA 15m
# Euglena
# 
freq 432000 180
freq 3215000 180
freq 3225000 180
freq 3325000 180
freq 6448000 180
off
@","multiZAP"
"Eustachian tu  1","en",true,"Eustachian tu  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# EUSTACHIAN TU  1 21m
# Eustachian_tube_inflammation
# also use General_Antiseptic
freq 1550000 180
freq 880000 180
freq 802000 180
freq 787000 180
freq 776000 180
freq 727000 180
freq 465000 180
off
@","multiZAP"
"Eye disorders","en",true,"Eye disorders",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# EYE DISORDERS 51m
# Eye_disorders
# blurred vision. cataracts. crossed eyes. diplopia. infections. etc.
freq 10000000 180
freq 2010000 180
freq 1831000 180
freq 1830000 180
freq 1829000 180
freq 1600000 180
freq 1552000 180
freq 1335000 180
freq 880000 180
freq 787000 180
freq 727000 180
freq 496000 180
freq 400000 180
freq 360000 180
freq 350000 180
freq 160000 180
freq 20000 180
off
@","multiZAP"
"Eye inflammation","en",true,"Eye inflammation",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# EYE INFLAMMATION 6m
# Eye_inflammation
# also see General antiseptic
freq 1200 180
freq 80000 180
off
@","multiZAP"
"Eyelid droop","en",true,"Eyelid droop",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# EYELID DROOP 0m
# Eyelid_droop
# use Ptosis
off
@","multiZAP"
"Eyes glaucoma","en",true,"Eyes glaucoma",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# EYES GLAUCOMA 15m
# Eyes_glaucoma
# 
freq 1600000 180
freq 1830000 180
freq 880000 180
freq 787000 180
freq 727000 180
off
@","multiZAP"
"Eyesight sharpen","en",true,"Eyesight sharpen",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# EYESIGHT SHARPEN 9m
# Eyesight_sharpen
# 
freq 350000 180
freq 360000 180
freq 1830000 180
off
@","multiZAP"
"Facial cramps","en",true,"Facial cramps",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FACIAL CRAMPS 15m
# Facial_cramps
# 
freq 10000000 180
freq 6000000 180
freq 304000 180
freq 1131000 180
freq 33000 180
off
@","multiZAP"
"Facial paralysis","en",true,"Facial paralysis",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FACIAL PARALYSIS 12m
# Facial_paralysis
# 
freq 10000000 180
freq 880000 180
freq 787000 180
freq 727000 180
off
@","multiZAP"
"Facial toning","en",true,"Facial toning",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FACIAL TONING 3m
# Facial_toning
# 
freq 1200 180
off
@","multiZAP"
"Fainting","en",true,"Fainting",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FAINTING 3m
# Fainting
# 
freq 20000 180
off
@","multiZAP"
"Fascia","en",true,"Fascia",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FASCIA 3m
# Fascia
# fibrous tissue under the skin. Also see Fibroid freqs
freq 20000 180
off
@","multiZAP"
"Fatigue general","en",true,"Fatigue general",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FATIGUE GENERAL 42m
# Fatigue_general
# 
freq 428000 180
freq 424000 180
freq 664000 180
freq 660000 180
freq 464000 180
freq 125000 180
freq 120000 180
freq 95000 180
freq 72000 180
freq 20000 180
freq 444000 180
freq 1865000 180
freq 10000000 180
freq 5000000 180
off
@","multiZAP"
"Febris wolhynia","en",true,"Febris wolhynia",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FEBRIS WOLHYNIA 6m
# Febris_wolhynia
# a Rickettsia illness. transmitted by lice. that is debilitating and conducive to relapse
freq 547000 180
freq 356000 180
off
@","multiZAP"
"Fel tauri","en",true,"Fel tauri",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FEL TAURI 3m
# Fel_tauri
# homeopathic preparation of ox bile
freq 672000 180
off
@","multiZAP"
"Feli","en",true,"Feli",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FELI 6m
# Feli
# 
freq 435000 180
freq 742000 180
off
@","multiZAP"
"Felis","en",true,"Felis",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FELIS 12m
# Felis
# 
freq 430000 180
freq 834000 180
freq 2232000 180
freq 3233000 180
off
@","multiZAP"
"Felon 1","en",true,"Felon 1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FELON 1 12m
# Felon_1
# pus. infection of finger tips
freq 657000 180
freq 659000 180
freq 738000 180
freq 751000 180
off
@","multiZAP"
"Felon 2","en",true,"Felon 2",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FELON 2 12m
# Felon_2
# 
freq 663000 180
freq 665000 180
freq 720000 180
freq 722000 180
off
@","multiZAP"
"Feloris wolyh  1","en",true,"Feloris wolyh  1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FELORIS WOLYH  1 3m
# Feloris_Wolyhnica
# 
freq 547000 180
off
@","multiZAP"
"Fever sunstroke","en",true,"Fever sunstroke",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FEVER SUNSTROKE 9m
# Fever_sunstroke
# 
freq 20000 180
freq 440000 180
freq 880000 180
off
@","multiZAP"
"Fever","en",true,"Fever",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FEVER 27m
# Fever
# some causes
freq 1552000 180
freq 880000 180
freq 800000 180
freq 832000 180
freq 422000 180
freq 2112000 180
freq 787000 180
freq 727000 180
freq 20000 180
off
@","multiZAP"
"Fibroadenoma   1","en",true,"Fibroadenoma   1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FIBROADENOMA   1 9m
# Fibroadenoma_mamae
# non cancerous. fibrous nodules in the breasts. Use kelp capsules too
freq 1384000 180
freq 2128000 180
freq 2189000 180
off
@","multiZAP"
"Fibroids general","en",true,"Fibroids general",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FIBROIDS GENERAL 60m
# Fibroids_general
# see Parasites. flukes. general
freq 2950000 180
freq 2189000 180
freq 2128000 180
freq 2127000 180
freq 2008000 180
freq 1744000 180
freq 1552000 180
freq 1550000 180
freq 1488000 180
freq 1384000 180
freq 1234000 180
freq 880000 180
freq 802000 180
freq 787000 180
freq 776000 180
freq 727000 180
freq 690000 180
freq 666000 180
freq 465000 180
freq 267000 180
off
@","multiZAP"
"Fibroma","en",true,"Fibroma",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FIBROMA 24m
# Fibroma
# 
freq 2127000 180
freq 2008000 180
freq 727000 180
freq 690000 180
freq 666000 180
freq 1550000 180
freq 802000 180
freq 465000 180
off
@","multiZAP"
"Fibromyalgia 1","en",true,"Fibromyalgia 1",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FIBROMYALGIA 1 36m
# Fibromyalgia_1
# 
freq 120000 180
freq 140000 180
freq 304000 180
freq 464000 180
freq 728000 180
freq 800000 180
freq 880000 180
freq 2489000 180
freq 3176000 180
freq 5000000 180
freq 6000000 180
freq 9000000 180
off
@","multiZAP"
"Fibromyalgia 2","en",true,"Fibromyalgia 2",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FIBROMYALGIA 2 69m
# Fibromyalgia_2
# 
freq 2008000 180
freq 2050000 180
freq 2080000 180
freq 2127000 180
freq 880000 180
freq 800000 180
freq 787000 180
freq 728000 180
freq 600000 180
freq 420000 180
freq 320000 180
freq 120000 180
freq 3790000 180
freq 3792000 180
freq 3794000 180
freq 3796000 180
freq 3798000 180
freq 3800000 180
freq 3802000 180
freq 3804000 180
freq 3806000 180
freq 3808000 180
freq 3810000 180
off
@","multiZAP"
"Fibromyalgia tr","en",true,"Fibromyalgia tr",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FIBROMYALGIA TR 33m
# Fibromyalgia_TR
# includes muscle relaxtion frequencies. Run 321. 384. and 40 for 12 min each
freq 321000 180
freq 384000 180
freq 40000 180
freq 965000 180
freq 200000 180
freq 120000 180
freq 240000 180
freq 760000 180
freq 68000 180
freq 6000000 180
freq 304000 180
off
@","multiZAP"
"Fibromyalgia","en",true,"Fibromyalgia",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FIBROMYALGIA 39m
# Fibromyalgia
# run Detox afterwards if needed
freq 328000 180
freq 880000 180
freq 800000 180
freq 728000 180
freq 5000000 180
freq 2720000 180
freq 2180000 180
freq 2128000 180
freq 664000 180
freq 464000 180
freq 304000 180
freq 120000 180
freq 20000 180
off
@","multiZAP"
"Fibropendulum","en",true,"Fibropendulum",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FIBROPENDULUM 15m
# Fibropendulum
# 
freq 661000 180
freq 7465000 180
freq 211000 180
freq 233000 180
freq 766000 180
off
@","multiZAP"
"Fibrosarcoma","en",true,"Fibrosarcoma",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FIBROSARCOMA 3m
# Fibrosarcoma
# 
freq 1744000 180
off
@","multiZAP"
"Fibrosis lung","en",true,"Fibrosis lung",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FIBROSIS LUNG 0m
# Fibrosis_lung
# use Pulmonary fibrosis
off
@","multiZAP"
"Fifth disease","en",true,"Fifth disease",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FIFTH DISEASE 0m
# Fifth_disease
# use Erythema infectiosum
off
@","multiZAP"
"Fischpyrogen","en",true,"Fischpyrogen",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FISCHPYROGEN 3m
# Fischpyrogen
# 
freq 832000 180
off
@","multiZAP"
"Fissures","en",true,"Fissures",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FISSURES 9m
# Fissures
# 
freq 787000 180
freq 20000 180
freq 10000000 180
off
@","multiZAP"
"Fistula dentalis","en",true,"Fistula dentalis",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FISTULA DENTALIS 18m
# Fistula_dentalis
# 727*. 878*. 1122*
freq 550000 180
freq 727000 180
freq 844000 180
freq 878000 180
freq 1122000 180
freq 786000 180
off
@","multiZAP"
"Fistula ulcer","en",true,"Fistula ulcer",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FISTULA ULCER 12m
# Fistula_ulcer
# use also Staph freqs
freq 880000 180
freq 832000 180
freq 787000 180
freq 727000 180
off
@","multiZAP"
"Fiv","en",true,"Fiv",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FIV 39m
# FIV
# 
freq 262000 180
freq 323000 180
freq 372000 180
freq 404000 180
freq 567000 180
freq 712000 180
freq 742000 180
freq 760000 180
freq 773000 180
freq 916000 180
freq 1103000 180
freq 1132000 180
freq 3701000 180
off
@","multiZAP"
"Flatulence","en",true,"Flatulence",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FLATULENCE 21m
# Flatulence
# 
freq 1550000 180
freq 880000 180
freq 832000 180
freq 802000 180
freq 787000 180
freq 727000 180
freq 465000 180
off
@","multiZAP"
"Flu","en",true,"Flu",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FLU 0m
# Flu
# use Influenza
off
@","multiZAP"
"Flukes","en",true,"Flukes",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FLUKES 0m
# Flukes
# use Parasites. flukes
off
@","multiZAP"
"Fluor alb","en",true,"Fluor alb",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FLUOR ALB 18m
# Fluor_Alb
# homeopathic cell salt
freq 110000 180
freq 342000 180
freq 420000 180
freq 423000 180
freq 688000 180
freq 757000 180
off
@","multiZAP"
"Follicular mange","en",true,"Follicular mange",false,"Script imported from github. See: <a href='https://github.com/biotronika/scriptIMPORTER' target='_blank'>https://github.com/biotronika/scriptIMPORTER</a>","","30","# FOLLICULAR MANGE 12m
# Follicular_mange
# contagious dermatitis found in many animals that is caused by mites and in which the principle activity is at the hair follicles. Also soak with vegetable oil. let sit at least 15 minutes. and rinse with thyme tea.
freq 253000 180
freq 693000 180
freq 701000 180
freq 774000 180
off
@","multiZAP"
